STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,DASF,MDSF
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2020-01-02,,,0.24,,,,
US1WAKG0199,"SEATTLE 4.5 N, WA US",47.686424,-122.362209,82.9,2020-01-02,,,0.33,,,,
US1WAKG0243,"SEATTLE 3.9 SSW, WA US",47.567666,-122.372386,48.2,2020-01-03,,,0.26,,,,
US1WAKG0200,"SEATTLE 5.8 SSE, WA US",47.543999,-122.30381,60.0,2020-01-03,,,0.17,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2020-01-03,,,0.28,,,,
US1WAKG0255,"SEATTLE 6.5 SSW, WA US",47.530849,-122.382541,135.0,2020-01-03,,,0.33,,,,
US1WAKG0199,"SEATTLE 4.5 N, WA US",47.686424,-122.362209,82.9,2020-01-03,,,0.28,,,,
US1WAKG0145,"SEATTLE 4.2 N, WA US",47.681873,-122.365539,74.1,2020-01-03,,,0.24,,,,
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,121.3,2020-01-03,,,0.19,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2020-01-03,,,0.39,0.0,0.0,,
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,135.6,2020-01-03,12.0,1.44,,,,,
US1WAKG0255,"SEATTLE 6.5 SSW, WA US",47.530849,-122.382541,135.0,2020-01-04,,,0.2,,,,
US1WAKG0243,"SEATTLE 3.9 SSW, WA US",47.567666,-122.372386,48.2,2020-01-04,,,0.14,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2020-01-04,,,0.15,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2020-01-04,,,0.1,0.0,0.0,,
US1WAKG0200,"SEATTLE 5.8 SSE, WA US",47.543999,-122.30381,60.0,2020-01-04,,,0.27,,,,
US1WAKG0243,"SEATTLE 3.9 SSW, WA US",47.567666,-122.372386,48.2,2020-01-05,,,0.14,,,,
US1WAKG0255,"SEATTLE 6.5 SSW, WA US",47.530849,-122.382541,135.0,2020-01-05,,,0.12,,,,
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,135.6,2020-01-05,,,0.29,,,,
US1WAKG0199,"SEATTLE 4.5 N, WA US",47.686424,-122.362209,82.9,2020-01-05,2.0,0.25,,,,,
US1WAKG0145,"SEATTLE 4.2 N, WA US",47.681873,-122.365539,74.1,2020-01-05,,,0.21,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2020-01-05,,,0.14,0.0,0.0,,
US1WAKG0200,"SEATTLE 5.8 SSE, WA US",47.543999,-122.30381,60.0,2020-01-05,,,0.17,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2020-01-05,,,0.11,,,,
US1WAKG0199,"SEATTLE 4.5 N, WA US",47.686424,-122.362209,82.9,2020-01-06,,,0.18,,,,
US1WAKG0145,"SEATTLE 4.2 N, WA US",47.681873,-122.365539,74.1,2020-01-06,,,0.17,,,,
US1WAKG0200,"SEATTLE 5.8 SSE, WA US",47.543999,-122.30381,60.0,2020-01-06,,,0.29,,,,
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,135.6,2020-01-06,,,0.16,,,,
US1WAKG0243,"SEATTLE 3.9 SSW, WA US",47.567666,-122.372386,48.2,2020-01-06,,,0.28,,,,
US1WAKG0255,"SEATTLE 6.5 SSW, WA US",47.530849,-122.382541,135.0,2020-01-06,,,0.32,,,,
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,121.3,2020-01-06,3.0,0.52,,,,,
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,135.6,2020-01-07,,,0.49,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2020-01-07,,,0.49,,,,
US1WAKG0255,"SEATTLE 6.5 SSW, WA US",47.530849,-122.382541,135.0,2020-01-07,,,0.76,,,,
US1WAKG0145,"SEATTLE 4.2 N, WA US",47.681873,-122.365539,74.1,2020-01-07,,,0.44,,,,
US1WAKG0199,"SEATTLE 4.5 N, WA US",47.686424,-122.362209,82.9,2020-01-07,,,0.48,,,,
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,121.3,2020-01-07,,,0.48,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2020-01-07,,,0.28,0.0,0.0,,
US1WAKG0200,"SEATTLE 5.8 SSE, WA US",47.543999,-122.30381,60.0,2020-01-07,,,0.56,,,,
US1WAKG0243,"SEATTLE 3.9 SSW, WA US",47.567666,-122.372386,48.2,2020-01-07,,,0.62,,,,
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,121.3,2020-01-08,,,0.05,,,,
US1WAKG0200,"SEATTLE 5.8 SSE, WA US",47.543999,-122.30381,60.0,2020-01-08,,,0.05,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2020-01-08,,,0.04,,,,
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,135.6,2020-01-08,,,0.05,,,,
US1WAKG0255,"SEATTLE 6.5 SSW, WA US",47.530849,-122.382541,135.0,2020-01-08,,,0.04,,,,
US1WAKG0243,"SEATTLE 3.9 SSW, WA US",47.567666,-122.372386,48.2,2020-01-08,,,0.03,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2020-01-08,,,0.04,0.0,0.0,,
US1WAKG0199,"SEATTLE 4.5 N, WA US",47.686424,-122.362209,82.9,2020-01-08,,,0.04,,,,
US1WAKG0243,"SEATTLE 3.9 SSW, WA US",47.567666,-122.372386,48.2,2020-01-09,,,0.08,,,,
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,135.6,2020-01-09,,,0.04,,,,
US1WAKG0200,"SEATTLE 5.8 SSE, WA US",47.543999,-122.30381,60.0,2020-01-09,,,0.09,,,,
US1WAKG0199,"SEATTLE 4.5 N, WA US",47.686424,-122.362209,82.9,2020-01-09,,,0.02,,,,
US1WAKG0145,"SEATTLE 4.2 N, WA US",47.681873,-122.365539,74.1,2020-01-09,,,0.02,,,,
US1WAKG0255,"SEATTLE 6.5 SSW, WA US",47.530849,-122.382541,135.0,2020-01-09,,,0.17,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2020-01-09,,,0.06,0.0,0.0,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2020-01-09,,,0.02,,,,
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,121.3,2020-01-09,,,0.04,0.0,0.0,,
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,121.3,2020-01-10,,,0.15,0.0,,,
US1WAKG0255,"SEATTLE 6.5 SSW, WA US",47.530849,-122.382541,135.0,2020-01-10,,,0.12,,,,
US1WAKG0145,"SEATTLE 4.2 N, WA US",47.681873,-122.365539,74.1,2020-01-10,,,0.1,,,,
US1WAKG0199,"SEATTLE 4.5 N, WA US",47.686424,-122.362209,82.9,2020-01-10,,,0.08,,,,
US1WAKG0200,"SEATTLE 5.8 SSE, WA US",47.543999,-122.30381,60.0,2020-01-10,,,0.13,,,,
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,135.6,2020-01-10,,,0.14,,,,
US1WAKG0243,"SEATTLE 3.9 SSW, WA US",47.567666,-122.372386,48.2,2020-01-10,,,0.15,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2020-01-10,,,0.14,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2020-01-10,,,0.5,0.0,0.0,,
US1WAKG0199,"SEATTLE 4.5 N, WA US",47.686424,-122.362209,82.9,2020-01-11,,,0.45,,,,
US1WAKG0200,"SEATTLE 5.8 SSE, WA US",47.543999,-122.30381,60.0,2020-01-11,,,0.56,,,,
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,121.3,2020-01-11,,,0.43,,,,
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,135.6,2020-01-11,,,0.45,,,,
US1WAKG0145,"SEATTLE 4.2 N, WA US",47.681873,-122.365539,74.1,2020-01-11,,,0.39,,,,
US1WAKG0243,"SEATTLE 3.9 SSW, WA US",47.567666,-122.372386,48.2,2020-01-11,,,0.52,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2020-01-11,,,0.09,0.0,0.0,,
US1WAKG0255,"SEATTLE 6.5 SSW, WA US",47.530849,-122.382541,135.0,2020-01-11,,,0.57,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2020-01-11,,,0.42,,,,
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,135.6,2020-01-12,,,0.72,,,,
US1WAKG0255,"SEATTLE 6.5 SSW, WA US",47.530849,-122.382541,135.0,2020-01-12,,,0.09,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2020-01-12,,,0.61,,,,
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,121.3,2020-01-12,,,0.12,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2020-01-12,,,0.18,0.0,0.0,,
US1WAKG0200,"SEATTLE 5.8 SSE, WA US",47.543999,-122.30381,60.0,2020-01-12,,,0.26,,,,
US1WAKG0199,"SEATTLE 4.5 N, WA US",47.686424,-122.362209,82.9,2020-01-12,,,0.44,,,,
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,121.3,2020-01-13,,,0.11,1.0,1.0,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2020-01-13,,,0.09,0.2,0.0,,
US1WAKG0200,"SEATTLE 5.8 SSE, WA US",47.543999,-122.30381,60.0,2020-01-13,,,0.1,0.4,,,
US1WAKG0199,"SEATTLE 4.5 N, WA US",47.686424,-122.362209,82.9,2020-01-13,,,0.23,1.6,,,
US1WAKG0243,"SEATTLE 3.9 SSW, WA US",47.567666,-122.372386,48.2,2020-01-13,2.0,0.13,,,0.2,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2020-01-13,,,0.35,1.8,,,
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,135.6,2020-01-13,,,0.48,,,,
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,135.6,2020-01-14,,,0.1,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2020-01-14,,,0.42,0.4,,,
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,121.3,2020-01-14,,,0.19,1.0,1.5,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2020-01-14,,,0.01,0.5,0.0,,
US1WAKG0243,"SEATTLE 3.9 SSW, WA US",47.567666,-122.372386,48.2,2020-01-14,,,0.11,0.3,,,
US1WAKG0199,"SEATTLE 4.5 N, WA US",47.686424,-122.362209,82.9,2020-01-14,,,0.06,0.5,,,
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,121.3,2020-01-15,,,0.01,0.2,1.5,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2020-01-15,,,0.01,0.0,0.0,,
US1WAKG0243,"SEATTLE 3.9 SSW, WA US",47.567666,-122.372386,48.2,2020-01-15,,,0.01,,,,
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,135.6,2020-01-15,,,0.05,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2020-01-15,,,0.03,0.5,1.5,,
US1WAKG0200,"SEATTLE 5.8 SSE, WA US",47.543999,-122.30381,60.0,2020-01-15,,,0.02,,,,
US1WAKG0199,"SEATTLE 4.5 N, WA US",47.686424,-122.362209,82.9,2020-01-15,,,0.03,0.1,,,
US1WAKG0243,"SEATTLE 3.9 SSW, WA US",47.567666,-122.372386,48.2,2020-01-16,,,0.05,0.2,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2020-01-16,,,0.09,,1.5,,
US1WAKG0199,"SEATTLE 4.5 N, WA US",47.686424,-122.362209,82.9,2020-01-16,,,0.08,0.0,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2020-01-16,,,0.0,0.0,0.0,,
US1WAKG0200,"SEATTLE 5.8 SSE, WA US",47.543999,-122.30381,60.0,2020-01-16,,,0.02,,,,
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,135.6,2020-01-16,,,0.03,,,,
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,121.3,2020-01-16,,,0.07,0.0,0.5,,
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,135.6,2020-01-17,,,0.0,,,,
US1WAKG0243,"SEATTLE 3.9 SSW, WA US",47.567666,-122.372386,48.2,2020-01-17,,,0.01,,,,
US1WAKG0200,"SEATTLE 5.8 SSE, WA US",47.543999,-122.30381,60.0,2020-01-17,,,0.0,,,,
US1WAKG0199,"SEATTLE 4.5 N, WA US",47.686424,-122.362209,82.9,2020-01-17,,,0.01,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2020-01-17,,,0.02,0.0,0.0,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2020-01-17,,,0.01,,,,
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,121.3,2020-01-17,,,0.01,0.0,0.0,,
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,135.6,2020-01-18,,,0.52,,,,
US1WAKG0199,"SEATTLE 4.5 N, WA US",47.686424,-122.362209,82.9,2020-01-18,,,0.57,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2020-01-18,,,0.49,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2020-01-18,,,0.34,0.0,0.0,,
US1WAKG0145,"SEATTLE 4.2 N, WA US",47.681873,-122.365539,74.1,2020-01-18,,,0.6,,,,
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,121.3,2020-01-18,,,0.45,,0.0,,
US1WAKG0200,"SEATTLE 5.8 SSE, WA US",47.543999,-122.30381,60.0,2020-01-18,,,0.5,,,,
US1WAKG0243,"SEATTLE 3.9 SSW, WA US",47.567666,-122.372386,48.2,2020-01-18,,,0.53,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2020-01-19,,,0.09,,,,
US1WAKG0243,"SEATTLE 3.9 SSW, WA US",47.567666,-122.372386,48.2,2020-01-19,,,0.01,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2020-01-19,,,0.03,0.0,0.0,,
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,121.3,2020-01-19,,,0.04,,,,
US1WAKG0199,"SEATTLE 4.5 N, WA US",47.686424,-122.362209,82.9,2020-01-19,,,0.06,,,,
US1WAKG0200,"SEATTLE 5.8 SSE, WA US",47.543999,-122.30381,60.0,2020-01-19,,,0.03,,,,
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,135.6,2020-01-19,,,0.06,,,,
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,121.3,2020-01-20,,,0.08,,,,
US1WAKG0243,"SEATTLE 3.9 SSW, WA US",47.567666,-122.372386,48.2,2020-01-20,,,0.08,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2020-01-20,,,0.05,,,,
US1WAKG0199,"SEATTLE 4.5 N, WA US",47.686424,-122.362209,82.9,2020-01-20,,,0.05,,,,
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,135.6,2020-01-20,,,0.03,,,,
US1WAKG0200,"SEATTLE 5.8 SSE, WA US",47.543999,-122.30381,60.0,2020-01-20,,,0.06,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2020-01-20,,,0.0,0.0,0.0,,
US1WAKG0199,"SEATTLE 4.5 N, WA US",47.686424,-122.362209,82.9,2020-01-21,,,0.24,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2020-01-21,,,0.52,0.0,0.0,,
US1WAKG0200,"SEATTLE 5.8 SSE, WA US",47.543999,-122.30381,60.0,2020-01-21,,,0.24,,,,
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,121.3,2020-01-21,,,0.22,,,,
US1WAKG0243,"SEATTLE 3.9 SSW, WA US",47.567666,-122.372386,48.2,2020-01-21,,,0.24,,,,
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,135.6,2020-01-21,,,0.25,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2020-01-21,,,0.26,,,,
US1WAKG0200,"SEATTLE 5.8 SSE, WA US",47.543999,-122.30381,60.0,2020-01-22,,,0.79,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2020-01-22,,,0.67,,,,
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,135.6,2020-01-22,,,0.64,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2020-01-22,,,0.22,0.0,0.0,,
US1WAKG0199,"SEATTLE 4.5 N, WA US",47.686424,-122.362209,82.9,2020-01-22,,,0.74,,,,
US1WAKG0243,"SEATTLE 3.9 SSW, WA US",47.567666,-122.372386,48.2,2020-01-22,,,0.8,,,,
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,121.3,2020-01-22,,,0.76,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2020-01-23,,,0.43,,,,
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,135.6,2020-01-23,,,0.37,,,,
US1WAKG0145,"SEATTLE 4.2 N, WA US",47.681873,-122.365539,74.1,2020-01-23,,,0.46,,,,
US1WAKG0243,"SEATTLE 3.9 SSW, WA US",47.567666,-122.372386,48.2,2020-01-23,,,0.42,,,,
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,121.3,2020-01-23,,,0.45,,,,
US1WAKG0199,"SEATTLE 4.5 N, WA US",47.686424,-122.362209,82.9,2020-01-23,,,0.47,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2020-01-23,,,0.99,0.0,0.0,,
US1WAKG0200,"SEATTLE 5.8 SSE, WA US",47.543999,-122.30381,60.0,2020-01-23,,,0.43,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2020-01-24,,,0.89,,,,
US1WAKG0145,"SEATTLE 4.2 N, WA US",47.681873,-122.365539,74.1,2020-01-24,,,0.93,,,,
US1WAKG0199,"SEATTLE 4.5 N, WA US",47.686424,-122.362209,82.9,2020-01-24,,,0.98,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2020-01-24,,,0.47,0.0,0.0,,
US1WAKG0200,"SEATTLE 5.8 SSE, WA US",47.543999,-122.30381,60.0,2020-01-24,,,0.8,,,,
US1WAKG0243,"SEATTLE 3.9 SSW, WA US",47.567666,-122.372386,48.2,2020-01-24,,,0.92,,,,
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,121.3,2020-01-24,,,0.8,,,,
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,135.6,2020-01-24,,,0.98,,,,
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,121.3,2020-01-25,,,0.4,,,,
US1WAKG0145,"SEATTLE 4.2 N, WA US",47.681873,-122.365539,74.1,2020-01-25,,,0.23,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2020-01-25,,,0.16,0.0,0.0,,
US1WAKG0243,"SEATTLE 3.9 SSW, WA US",47.567666,-122.372386,48.2,2020-01-25,,,0.42,,,,
US1WAKG0200,"SEATTLE 5.8 SSE, WA US",47.543999,-122.30381,60.0,2020-01-25,,,0.5,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2020-01-25,,,0.22,,,,
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,135.6,2020-01-25,,,0.25,,,,
US1WAKG0243,"SEATTLE 3.9 SSW, WA US",47.567666,-122.372386,48.2,2020-01-26,,,0.29,,,,
US1WAKG0199,"SEATTLE 4.5 N, WA US",47.686424,-122.362209,82.9,2020-01-26,2.0,0.56,,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2020-01-26,,,0.27,,,,
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,135.6,2020-01-26,,,0.31,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2020-01-26,,,0.35,0.0,0.0,,
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,121.3,2020-01-26,,,0.26,,,,
US1WAKG0145,"SEATTLE 4.2 N, WA US",47.681873,-122.365539,74.1,2020-01-26,,,0.31,,,,
US1WAKG0200,"SEATTLE 5.8 SSE, WA US",47.543999,-122.30381,60.0,2020-01-26,,,0.3,,,,
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,135.6,2020-01-27,,,0.09,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2020-01-27,,,0.61,0.0,0.0,,
US1WAKG0243,"SEATTLE 3.9 SSW, WA US",47.567666,-122.372386,48.2,2020-01-27,,,0.17,,,,
US1WAKG0200,"SEATTLE 5.8 SSE, WA US",47.543999,-122.30381,60.0,2020-01-27,,,0.09,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2020-01-27,,,0.12,,,,
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,121.3,2020-01-27,,,0.17,,,,
US1WAKG0199,"SEATTLE 4.5 N, WA US",47.686424,-122.362209,82.9,2020-01-27,,,0.08,,,,
US1WAKG0145,"SEATTLE 4.2 N, WA US",47.681873,-122.365539,74.1,2020-01-27,,,0.08,,,,
US1WAKG0225,"SEATTLE 2.1 ESE, WA US",47.6117,-122.3085,121.3,2020-01-28,,,0.98,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2020-01-28,,,0.67,0.0,0.0,,
US1WAKG0229,"SEATTLE 5.5 NNE, WA US",47.696532,-122.312907,135.6,2020-01-28,,,0.9,,,,
US1WAKG0243,"SEATTLE 3.9 SSW, WA US",47.567666,-122.372386,48.2,2020-01-28,,,1.06,,,,
US1WAKG0200,"SEATTLE 5.8 SSE, WA US",47.543999,-122.30381,60.0,2020-01-28,,,1.02,,,,
US1WAKG0192,"SEATTLE 5.6 N, WA US",47.702386999,-122.351663,112.5,2020-01-28,,,1.06,,,,
US1WAKG0199,"SEATTLE 4.5 N, WA US",47.686424,-122.362209,82.9,2020-01-28,,,1.08,,,,
US1WAKG0145,"SEATTLE 4.2 N, WA US",47.681873,-122.365539,74.1,2020-01-28,,,0.99,,,,
US1WAKG0145,"SEATTLE 4.2 N, WA US",47.681873,-122.365539,74.1,2020-01-29,,,0.15,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2020-01-29,,,0.37,0.0,0.0,,
US1WAKG0200,"SEATTLE 5.8 SSE, WA US",47.543999,-122.30381,60.0,2020-01-29,,,0.06,,,,
